id,word,word_nikud,category,transliteration,translation_en,audio_file,difficulty,tags,images
253,בפנים,בִּפְנִים,כיוונים ומיקומים,Bifnim,Inside,direction_bifnim.wav,3,כיוונים_ומיקומים,
254,בחוץ,בַּחוּץ,כיוונים ומיקומים,Bachutz,Outside,direction_bachutz.wav,3,כיוונים_ומיקומים,
255,קדימה,קָדִימָה,כיוונים ומיקומים,Kadima,Forward,direction_kadima.wav,3,כיוונים_ומיקומים,
256,אחורה,אָחוֹרָה,כיוונים ומיקומים,Achora,Backward,direction_achora.wav,3,כיוונים_ומיקומים,
257,ישר,יָשָׁר,כיוונים ומיקומים,Yashar,Straight,direction_yashar.wav,3,כיוונים_ומיקומים,
258,מרכז,מֶרְכָּז,כיוונים ומיקומים,Merkaz,Center,direction_merkaz.wav,3,כיוונים_ומיקומים,
259,להתחיל,לְהַתְחִיל,פעלים נוספים,Lehatchil,To start/begin,verb_lehatchil.wav,3,פעלים_נוספים,
260,לגמר,לִגְמֹר,פעלים נוספים,Ligmor,To finish,verb_ligmor.wav,3,פעלים_נוספים,
261,לקבל,לְקַבֵּל,פעלים נוספים,Lekabel,To receive/get,verb_lekabel.wav,3,פעלים_נוספים,
262,לשלח,לִשְׁלֹחַ,פעלים נוספים,Lishlo'ach,To send,verb_lishloach.wav,3,פעלים_נוספים,
263,לחכות,לְחַכּוֹת,פעלים נוספים,Lechakot,To wait,verb_lechakot.wav,3,פעלים_נוספים,
264,לחפש,לְחַפֵּשׂ,פעלים נוספים,Lechapes,To search/look for,verb_lechapes.wav,3,פעלים_נוספים,
265,למצא,לִמְצֹא,פעלים נוספים,Limtzo,To find,verb_limtzo.wav,3,פעלים_נוספים,
266,להצליח,לְהַצְלִיחַ,פעלים נוספים,Lehatzli'ach,To succeed,verb_lehatzliach.wav,3,פעלים_נוספים,
267,להכשל,לְהִכָּשֵׁל,פעלים נוספים,Lehikashel,To fail,verb_lehikashel.wav,3,פעלים_נוספים,
268,לבדק,לִבְדֹּק,פעלים נוספים,Livdok,To check,verb_livdok.wav,3,פעלים_נוספים,
269,לגעת,לָגַעַת,פעלים נוספים,Laga'at,To touch,verb_lagaat.wav,3,פעלים_נוספים,
270,התחלה,הַתְחָלָה,מושגים מופשטים,Hatchala,Beginning,abstract_hatchala.wav,3,מושגים_מופשטים,
271,סוף,סוֹף,מושגים מופשטים,Sof,End,abstract_sof.wav,3,מושגים_מופשטים,
272,סבה,סִבָּה,מושגים מופשטים,Siba,Reason/Cause,abstract_siba.wav,3,מושגים_מופשטים,
273,דרך,דֶּרֶךְ,מושגים מופשטים,Derech,Way/Road,abstract_derech.wav,3,מושגים_מופשטים,
274,חלק,חֵלֶק,מושגים מופשטים,Chelek,Part,abstract_chelek.wav,3,מושגים_מופשטים,
275,הבדל,הֶבְדֵּל,מושגים מופשטים,Hevdel,Difference,abstract_hevdel.wav,3,מושגים_מופשטים,
276,דוגמה,דּוּגְמָה,מושגים מופשטים,Dugma,Example,abstract_dugma.wav,3,מושגים_מופשטים,
277,קול,קוֹל,מושגים מופשטים,Kol,Voice/Sound,abstract_kol.wav,3,מושגים_מופשטים,
278,צבע,צֶבַע,מושגים מופשטים,Tzeva,Color,abstract_tzeva.wav,3,מושגים_מופשטים,
279,צורה,צוּרָה,מושגים מופשטים,Tzura,Shape/Form,abstract_tzura.wav,3,מושגים_מופשטים,
280,סכר,סֻכָּר,מזון ומשקאות,Sukar,Sugar,food_sukar.wav,2,מזון_ומשקאות,
281,מלח,מֶלַח,מזון ומשקאות,Melach,Salt,food_melach.wav,2,מזון_ומשקאות,
282,שמן,שֶׁמֶן,מזון ומשקאות,Shemen,Oil,food_shemen.wav,2,מזון_ומשקאות,
283,עוגה,עוּגָה,מזון ומשקאות,Uga,Cake,food_uga.wav,2,מזון_ומשקאות,
284,תה,תֶּה,מזון ומשקאות,Teh,Tea,food_teh.wav,2,מזון_ומשקאות,
285,קפה,קָפֶה,מזון ומשקאות,Kafeh,Coffee,food_kafeh.wav,2,מזון_ומשקאות,
286,לפגש,לִפְגֹּשׁ,פעלים נוספים,Lifgosh,To meet,verb_lifgosh.wav,3,פעלים_נוספים,
287,להזמין,לְהַזְמִין,פעלים נוספים,Lehazmin,To invite/To order,verb_lehazmin.wav,3,פעלים_נוספים,
288,לבנות,לִבְנוֹת,פעלים נוספים,Livnot,To build,verb_livnot.wav,3,פעלים_נוספים,
289,לשבר,לִשְׁבֹּר,פעלים נוספים,Lishbor,To break,verb_lishbor.wav,3,פעלים_נוספים,
290,לבחר,לִבְחֹר,פעלים נוספים,Livchor,To choose,verb_livchor.wav,3,פעלים_נוספים,
291,לשלם,לְשַׁלֵּם,פעלים נוספים,Leshalem,To pay,verb_leshalem.wav,3,פעלים_נוספים,
292,לנסע,לִנְסֹעַ,פעלים נוספים,Linso'a,To travel/drive,verb_linsoa.wav,3,פעלים_נוספים,
293,לטוס,לָטוּס,פעלים נוספים,Latus,To fly,verb_latus.wav,3,פעלים_נוספים,
294,חשוב,חָשׁוּב,שמות תואר נוספים,Chashuv,Important,adj_chashuv.wav,3,שמות_תואר_נוספים,
295,מענין,מְעַנְיֵן,שמות תואר נוספים,Me'anyen,Interesting,adj_meanyen.wav,3,שמות_תואר_נוספים,
296,משעמם,מְשַׁעֲמֵם,שמות תואר נוספים,Mesha'amem,Boring,adj_meshaamem.wav,3,שמות_תואר_נוספים,
297,אחר,אַחֵר,שמות תואר נוספים,Acher,Different/Other,adj_acher.wav,3,שמות_תואר_נוספים,
298,דומה,דּוֹמֶה,שמות תואר נוספים,Domeh,Similar,adj_domeh.wav,3,שמות_תואר_נוספים,
299,נכון,נָכוֹן,שמות תואר נוספים,Nachon,Correct/Right,adj_nachon.wav,3,שמות_תואר_נוספים,
300,שגוי,שָׁגוּי,שמות תואר נוספים,Shagui,Wrong/Incorrect,adj_shagui.wav,3,שמות_תואר_נוספים,
301,בטוח,בָּטוּחַ,שמות תואר נוספים,Batu'ach,Sure/Safe,adj_batuach.wav,3,שמות_תואר_נוספים,
302,אבן,אֶבֶן,טבע וסביבה,Even,Stone,nature_even.wav,3,טבע_וסביבה,
303,חול,חוֹל,טבע וסביבה,Chol,Sand,nature_chol.wav,3,טבע_וסביבה,
304,נהר,נָהָר,טבע וסביבה,Nahar,River,nature_nahar.wav,3,טבע_וסביבה,
305,אגם,אֲגַם,טבע וסביבה,Agam,Lake,nature_agam.wav,3,טבע_וסביבה,
306,כוכב,כּוֹכָב,טבע וסביבה,Kochav,Star,nature_kochav.wav,3,טבע_וסביבה,
307,חכם,חָכָם,שמות תואר - אישיות,Chacham,Smart/Wise,adj_chacham.wav,3,שמות_תואר_-_אישיות,
308,טפש,טִפֵּשׁ,שמות תואר - אישיות,Tipesh,Stupid/Foolish,adj_tipesh.wav,3,שמות_תואר_-_אישיות,
309,נחמד,נֶחְמָד,שמות תואר - אישיות,Nechmad,Nice,adj_nechmad.wav,3,שמות_תואר_-_אישיות,
310,אדיב,אַדִּיב,שמות תואר - אישיות,Adiv,Kind/Polite,adj_adiv.wav,3,שמות_תואר_-_אישיות,
311,עצלן,עַצְלָן,שמות תואר - אישיות,Atzlan,Lazy,adj_atzlan.wav,3,שמות_תואר_-_אישיות,
312,חרוץ,חָרוּץ,שמות תואר - אישיות,Charutz,Diligent/Hard-working,adj_charutz.wav,3,שמות_תואר_-_אישיות,
313,בישן,בַּיְשָׁן,שמות תואר - אישיות,Bayshan,Shy,adj_bayshan.wav,3,שמות_תואר_-_אישיות,
314,מצחיק,מצחיק,שמות תואר - אישיות,Matzchik,Funny,adj_matzchik.wav,3,שמות_תואר_-_אישיות,
315,לשנא,לִשְׂנֹא,פעלים - רגשות ומחשבה,Lisno,To hate,verb_lisno.wav,3,פעלים_-_רגשות_ומחשבה,
316,לסלח,לִסְלֹחַ,פעלים - רגשות ומחשבה,Lislo'ach,To forgive,verb_lisloach.wav,3,פעלים_-_רגשות_ומחשבה,
317,להבטיח,לְהַבְטִיחַ,פעלים - רגשות ומחשבה,Lehavti'ach,To promise,verb_lehavtiach.wav,3,פעלים_-_רגשות_ומחשבה,
318,להתגעגע,לְהִתְגַּעְגֵּעַ,פעלים - רגשות ומחשבה,Lehitga'age'a,To miss (someone),verb_lehitgaagea.wav,3,פעלים_-_רגשות_ומחשבה,
319,להעדיף,לְהַעֲדִיף,פעלים - רגשות ומחשבה,Leha'adif,To prefer,verb_lehaadif.wav,3,פעלים_-_רגשות_ומחשבה,
320,לדאוג,לדאוג,פעלים - רגשות ומחשבה,Lid'og,To worry,verb_lidog.wav,3,פעלים_-_רגשות_ומחשבה,
321,חג,חַג,חגים ואירועים,Chag,Holiday,event_chag.wav,3,חגים_ואירועים,
322,מסבה,מְסִבָּה,חגים ואירועים,Mesiba,Party,event_mesiba.wav,3,חגים_ואירועים,
323,יום הלדת,יוֹם הֻלֶּדֶת,חגים ואירועים,Yom Huledet,Birthday,event_yom_huledet.wav,3,חגים_ואירועים,
324,חתנה,חֲתֻנָּה,חגים ואירועים,Chatuna,Wedding,event_chatuna.wav,3,חגים_ואירועים,
325,מתנה,מַתָּנָה,חגים ואירועים,Matana,Gift/Present,event_matana.wav,3,חגים_ואירועים,
326,מידע,מֵידָע,מושגים כלליים,Meida,Information,concept_meida.wav,3,מושגים_כלליים,
327,סוד,סוֹד,מושגים כלליים,Sod,Secret,concept_sod.wav,3,מושגים_כלליים,
328,כח,כֹּחַ,מושגים כלליים,Ko'ach,Power/Strength,concept_koach.wav,3,מושגים_כלליים,
329,חדשות,חֲדָשׁוֹת,מושגים כלליים,Chadashot,News,concept_chadashot.wav,3,מושגים_כלליים,
330,ספור,סִפּוּר,מושגים כלליים,Sipur,Story,concept_sipur.wav,3,מושגים_כלליים,
331,זכרון,זִכָּרוֹן,מושגים כלליים,Zikaron,Memory,concept_zikaron.wav,3,מושגים_כלליים,
332,עתיד,עָתִיד,מושגים כלליים,Atid,Future,concept_atid.wav,3,מושגים_כלליים,
333,עבר,עָבָר,מושגים כלליים,Avar,Past,concept_avar.wav,3,מושגים_כלליים,
334,הוה,הֹוֶה,מושגים כלליים,Hoveh,Present (time),concept_hoveh.wav,3,מושגים_כלליים,
335,טלפון,טֶלֶפוֹן,טכנולוגיה ומדיה,Telefon,Telephone,tech_telefon.wav,3,טכנולוגיה_ומדיה,
336,אינטרנט,אִינְטֶרְנֶט,טכנולוגיה ומדיה,Internet,Internet,tech_internet.wav,3,טכנולוגיה_ומדיה,
337,סרט,סֶרֶט,טכנולוגיה ומדיה,Seret,Movie,tech_seret.wav,3,טכנולוגיה_ומדיה,
338,מוזיקה,מוּזִיקָה,טכנולוגיה ומדיה,Muzika,Music,tech_muzika.wav,3,טכנולוגיה_ומדיה,
339,הודעה,הוֹדָעָה,טכנולוגיה ומדיה,Hoda'a,Message,tech_hodaa.wav,3,טכנולוגיה_ומדיה,
340,תמונה,תְּמוּנָה,טכנולוגיה ומדיה,Tmuna,Picture,tech_tmuna.wav,3,טכנולוגיה_ומדיה,
341,תרופה,תְּרוּפָה,בריאות,Trufa,Medicine,health_trufa.wav,3,בריאות,
342,כאב,כְּאֵב,בריאות,Ke'ev,Pain,health_keev.wav,3,בריאות,
343,בריאות,בְּרִיאוּת,בריאות,Bri'ut,Health,health_briut.wav,3,בריאות,
344,פצע,פֶּצַע,בריאות,Petza,Wound/Injury,health_petza.wav,3,בריאות,
345,לנסות,לְנַסּוֹת,פעלים - שינוי ומצב,Lenasot,To try,verb_lenasot.wav,3,פעלים_-_שינוי_ומצב,
346,לשנות,לְשַׁנּוֹת,פעלים - שינוי ומצב,Leshanot,To change,verb_leshanot.wav,3,פעלים_-_שינוי_ומצב,
347,להמשיך,לְהַמְשִׁיךְ,פעלים - שינוי ומצב,Lehamshich,To continue,verb_lehamshich.wav,3,פעלים_-_שינוי_ומצב,
348,לעצר,לַעֲצֹר,פעלים - שינוי ומצב,La'atzor,To stop,verb_laatzor.wav,3,פעלים_-_שינוי_ומצב,
349,לפתח,לִפְתֹּחַ,פעלים - שינוי ומצב,Lifto'ach,To open,verb_liftoach.wav,3,פעלים_-_שינוי_ומצב,
350,לסגר,לִסְגֹּר,פעלים - שינוי ומצב,Lisgor,To close,verb_lisgor.wav,3,פעלים_-_שינוי_ומצב,
351,מוכן,מוּכָן,שמות תואר - מצב,Muchan,Ready,adj_muchan.wav,3,שמות_תואר_-_מצב,
352,עסוק,עָסוּק,שמות תואר - מצב,Asuk,Busy,adj_asuk.wav,3,שמות_תואר_-_מצב,
353,פנוי,פָּנוּי,שמות תואר - מצב,Panui,Free/Available,adj_panui.wav,3,שמות_תואר_-_מצב,
354,אפשרי,אֶפְשָׁרִי,שמות תואר - מצב,Efshari,Possible,adj_efshari.wav,3,שמות_תואר_-_מצב,
355,בלתי אפשרי,בִּלְתִּי אֶפְשָׁרִי,שמות תואר - מצב,Bilti Efshari,Impossible,adj_bilti_efshari.wav,3,שמות_תואר_-_מצב,
356,ש...,שֶׁ...,מילות קישור,She...,That/Who/Which,connector_she.wav,3,מילות_קישור,
357,כמו,כְּמוֹ,מילות קישור,Kmo,Like/As,connector_kmo.wav,3,מילות_קישור,
358,כאשר,כַּאֲשֶׁר,מילות קישור,Ka'asher,When/As,connector_kaasher.wav,3,מילות_קישור,
359,כש...,כְּשֶׁ...,מילות קישור,Kshe...,When (colloquial),connector_kshe.wav,3,מילות_קישור,
360,לכן,לָכֵן,מילות קישור,Lachen,Therefore/So,connector_lachen.wav,3,מילות_קישור,
361,כדי,כְּדֵי,מילות קישור,Kedei,In order to,connector_kedei.wav,3,מילות_קישור,
362,אולי,אוּלַי,מילות קישור,Ulay,Maybe/Perhaps,connector_ulay.wav,3,מילות_קישור,
363,למרות,לַמְרוֹת,מילות קישור,Lamrot,Although/Despite,connector_lamrot.wav,3,מילות_קישור,
364,ככה,כָּכָה,מילות קישור,Kacha,Like this/Thus,connector_kacha.wav,3,מילות_קישור,
365,אלא,אֶלָּא,מילות קישור,Ela,But/Rather,connector_ela.wav,3,מילות_קישור,
366,כלומר,כְּלוֹמַר,מילות קישור,Klomar,Meaning/In other words,connector_klomar.wav,3,מילות_קישור,
367,שחקן,שַׂחְקָן,מקצועות,Sachkan,Actor (m),job_sachkan.wav,3,מקצועות,
368,שחקנית,שַׂחְקָנִית,מקצועות,Sachkanit,Actress (f),job_sachkanit.wav,3,מקצועות,
369,זמר,זַמָּר,מקצועות,Zamar,Singer (m),job_zamar.wav,3,מקצועות,
370,זמרת,זַמֶּרֶת,מקצועות,Zameret,Singer (f),job_zameret.wav,3,מקצועות,
371,מנהל,מְנַהֵל,מקצועות,Menahel,Manager (m),job_menahel.wav,3,מקצועות,
372,מנהלת,מְנַהֶלֶת,מקצועות,Menahelet,Manager (f),job_menahelet.wav,3,מקצועות,
373,עובד,עוֹבֵד,מקצועות,Oved,Worker (m),job_oved.wav,3,מקצועות,
374,עובדת,עוֹבֶדֶת,מקצועות,Ovedet,Worker (f),job_ovedet.wav,3,מקצועות,
375,טובה,טוֹבָה,שמות תואר,Tova,Good (f),adj_tova.wav,2,שמות_תואר,
376,רעה,רָעָה,שמות תואר,Ra'a,Bad (f),adj_ra.wav,2,שמות_תואר,
377,גדולה,גְּדוֹלָה,שמות תואר,Gdola,Big (f),adj_gdola.wav,2,שמות_תואר,
378,קטנה,קְטַנָּה,שמות תואר,Ktana,Small (f),adj_ktana.wav,2,שמות_תואר,
379,חדשה,חֲדָשָׁה,שמות תואר,Chadasha,New (f),adj_chadasha.wav,2,שמות_תואר,
380,ישנה,יְשָׁנָה,שמות תואר,Yeshana,Old (f),adj_yeshana.wav,2,שמות_תואר,
381,חמה,חַמָּה,שמות תואר,Chama,Hot (f),adj_chama.wav,2,שמות_תואר,
382,קרה,קָרָה,שמות תואר,Kara,Cold (f),adj_kara.wav,2,שמות_תואר,
383,יפה,יָפֶה,שמות תואר,Yafeh,Beautiful (m),adj_yafeh.wav,2,שמות_תואר,
384,יפה,יָפָה,שמות תואר,Yafa,Beautiful (f),adj_yafa.wav,2,שמות_תואר,
385,שמחה,שְׂמֵחָה,תחושות ורגשות,Smecha,Happy (f),feeling_smecha.wav,3,תחושות_ורגשות,
386,עצובה,עֲצוּבָה,תחושות ורגשות,Atzuva,Sad (f),feeling_atzuva.wav,3,תחושות_ורגשות,
387,עיפה,עֲיֵפָה,תחושות ורגשות,Ayefa,Tired (f),feeling_ayefa.wav,3,תחושות_ורגשות,
388,רעבה,רְעֵבָה,תחושות ורגשות,Re'eva,Hungry (f),feeling_reeva.wav,3,תחושות_ורגשות,
389,צמאה,צְמֵאָה,תחושות ורגשות,Tzme'a,Thirsty (f),feeling_tzmea.wav,3,תחושות_ורגשות,
390,אומר,אוֹמֵר,פעלים - הווה,Omer,"Says (m, present)",verb_omer.wav,3,פעלים_-_הווה,
391,אומרת,אוֹמֶרֶת,פעלים - הווה,Omeret,"Says (f, present)",verb_omeret.wav,3,פעלים_-_הווה,
392,הולך,הוֹלֵךְ,פעלים - הווה,Holech,"Goes (m, present)",verb_holech.wav,3,פעלים_-_הווה,
393,הולכת,הוֹלֶכֶת,פעלים - הווה,Holechet,"Goes (f, present)",verb_holechet.wav,3,פעלים_-_הווה,
394,בא,בָּא,פעלים - הווה,Ba,"Comes (m, present)",verb_ba.wav,3,פעלים_-_הווה,
395,באה,בָּאָה,פעלים - הווה,Ba'a,"Comes (f, present)",verb_baa.wav,3,פעלים_-_הווה,
396,רואה,רוֹאֶה,פעלים - הווה,Ro'eh,"Sees (m, present)",verb_roeh.wav,3,פעלים_-_הווה,
397,רואה,רוֹאָה,פעלים - הווה,Ro'a,"Sees (f, present)",verb_roa.wav,3,פעלים_-_הווה,
398,שומע,שׁוֹמֵעַ,פעלים - הווה,Shome'a,"Hears (m, present)",verb_shomea.wav,3,פעלים_-_הווה,
399,שומעת,שׁוֹמַעַת,פעלים - הווה,Shoma'at,"Hears (f, present)",verb_shomaat.wav,3,פעלים_-_הווה,
400,יודע,יוֹדֵעַ,פעלים - הווה,Yode'a,"Knows (m, present)",verb_yodea.wav,3,פעלים_-_הווה,
401,יודעת,יוֹדַעַת,פעלים - הווה,Yoda'at,"Knows (f, present)",verb_yodaat.wav,3,פעלים_-_הווה,
402,רוצה,רוֹצֶה,פעלים - הווה,Rotzeh,"Wants (m, present)",verb_rotzeh.wav,3,פעלים_-_הווה,
403,רוצה,רוֹצָה,פעלים - הווה,Rotza,"Wants (f, present)",verb_rotza.wav,3,פעלים_-_הווה,
404,יכול,יָכוֹל,פעלים - הווה,Yachol,Can/Able (m),verb_yachol.wav,3,פעלים_-_הווה,
405,יכולה,יְכוֹלָה,פעלים - הווה,Yechola,Can/Able (f),verb_yechola.wav,3,פעלים_-_הווה,
406,מתוק,מָתוֹק,שמות תואר,Matok,Sweet (m),adj_matok.wav,2,שמות_תואר,
407,מתוקה,מְתוּקָה,שמות תואר,Metuka,Sweet (f),"adj_metuka.wav""",2,שמות_תואר,
408,מלוח,מָלוּחַ,שמות תואר,Malu'ach,Salty (m),"adj_maluach.wav""",2,שמות_תואר,
409,מלוחה,מְלוּחָה,שמות תואר,Melucha,Salty (f),"adj_melucha.wav""",2,שמות_תואר,
410,חמוץ,חָמוּץ,שמות תואר,Chamutz,Sour (m),"adj_chamutz.wav""",2,שמות_תואר,
411,חמוצה,חֲמוּצָה,שמות תואר,Chamutza,Sour (f),"adj_chamutza.wav""",2,שמות_תואר,
412,מר,מַר,שמות תואר,Mar,Bitter (m),"adj_mar.wav""",2,שמות_תואר,
413,מרה,מָרָה,שמות תואר,Mara,Bitter (f),"adj_mara.wav""",2,שמות_תואר,
414,נמוך,נָמוּךְ,שמות תואר,Namuch,"Short (height, m)","adj_namuch.wav""",2,שמות_תואר,
415,נמוכה,נְמוּכָה,שמות תואר,Nemucha,"Short (height, f)","adj_nemucha.wav""",2,שמות_תואר,
416,גבוה,גָּבוֹהַ,שמות תואר,Gavo'ha,Tall (m),"adj_gavoha.wav""",2,שמות_תואר,
417,גבוהה,גְּבוֹהָה,שמות תואר,Gvoha,Tall (f),"adj_gvoha.wav""",2,שמות_תואר,
418,אומר,אוֹמֵר,פעלים - הווה,Omer,"Says (m, present)",verb_omer.wav,3,פעלים_-_הווה,
419,אומרת,אוֹמֶרֶת,פעלים - הווה,Omeret,"Says (f, present)",verb_omeret.wav,3,פעלים_-_הווה,
420,הולך,הוֹלֵךְ,פעלים - הווה,Holech,"Goes (m, present)",verb_holech.wav,3,פעלים_-_הווה,
421,הולכת,הוֹלֶכֶת,פעלים - הווה,Holechet,"Goes (f, present)",verb_holechet.wav,3,פעלים_-_הווה,
422,בא,בָּא,פעלים - הווה,Ba,"Comes (m, present)",verb_ba.wav,3,פעלים_-_הווה,
423,באה,בָּאָה,פעלים - הווה,Ba'a,"Comes (f, present)",verb_baa.wav,3,פעלים_-_הווה,
424,רואה,רוֹאֶה,פעלים - הווה,Ro'eh,"Sees (m, present)",verb_roeh.wav,3,פעלים_-_הווה,
425,רואה,רוֹאָה,פעלים - הווה,Ro'a,"Sees (f, present)",verb_roa.wav,3,פעלים_-_הווה,
426,שומע,שׁוֹמֵעַ,פעלים - הווה,Shome'a,"Hears (m, present)",verb_shomea.wav,3,פעלים_-_הווה,
427,שומעת,שׁוֹמַעַת,פעלים - הווה,Shoma'at,"Hears (f, present)",verb_shomaat.wav,3,פעלים_-_הווה,
428,יודע,יוֹדֵעַ,פעלים - הווה,Yode'a,"Knows (m, present)",verb_yodea.wav,3,פעלים_-_הווה,
429,יודעת,יוֹדַעַת,פעלים - הווה,Yoda'at,"Knows (f, present)",verb_yodaat.wav,3,פעלים_-_הווה,
430,רוצה,רוֹצֶה,פעלים - הווה,Rotzeh,"Wants (m, present)",verb_rotzeh.wav,3,פעלים_-_הווה,
431,רוצה,רוֹצָה,פעלים - הווה,Rotza,"Wants (f, present)",verb_rotza.wav,3,פעלים_-_הווה,
432,יכול,יָכוֹל,פעלים - הווה,Yachol,Can/Able (m),verb_yachol.wav,3,פעלים_-_הווה,
433,יכולה,יְכוֹלָה,פעלים - הווה,Yechola,Can/Able (f),verb_yechola.wav,3,פעלים_-_הווה,
434,מתוק,מָתוֹק,שמות תואר,Matok,Sweet (m),adj_matok.wav,2,שמות_תואר,
435,מתוקה,מְתוּקָה,שמות תואר,Metuka,Sweet (f),"adj_metuka.wav""",2,שמות_תואר,
436,מלוח,מָלוּחַ,שמות תואר,Malu'ach,Salty (m),"adj_maluach.wav""",2,שמות_תואר,
437,נמוכה,נְמוּכָה,שמות תואר,Nemucha,"Short (height, f)","adj_nemucha.wav""",2,שמות_תואר,
438,גבוה,גָּבוֹהַ,שמות תואר,Gavo'ha,Tall (m),"adj_gavoha.wav""",2,שמות_תואר,
439,גבוהה,גְּבוֹהָה,שמות תואר,Gvoha,Tall (f),"adj_gvoha.wav""",2,שמות_תואר,
440,כותב,כּוֹתֵב,פעלים - הווה,Kotev,"Writes (m, present)",verb_kotev.wav,3,פעלים_-_הווה,
441,כותבת,כּוֹתֶבֶת,פעלים - הווה,Kotevet,"Writes (f, present)",verb_kotevet.wav,3,פעלים_-_הווה,
442,קורא,קוֹרֵא,פעלים - הווה,Kore,"Reads (m, present)",verb_kore.wav,3,פעלים_-_הווה,
443,קוראת,קוֹרֵאת,פעלים - הווה,Koret,"Reads (f, present)",verb_koret.wav,3,פעלים_-_הווה,
444,אוכל,אוֹכֵל,פעלים - הווה,Ochel,"Eats (m, present)",verb_ochel.wav,3,פעלים_-_הווה,
445,אוכלת,אוֹכֶלֶת,פעלים - הווה,Ochelet,"Eats (f, present)",verb_ochelet.wav,3,פעלים_-_הווה,
446,שותה,שׁוֹתֶה,פעלים - הווה,Shoteh,"Drinks (m, present)",verb_shoteh.wav,3,פעלים_-_הווה,
447,שותה,שׁוֹתָה,פעלים - הווה,Shota,"Drinks (f, present)",verb_shota.wav,3,פעלים_-_הווה,
448,עובד,עוֹבֵד,פעלים - הווה,Oved,"Works (m, present)",verb_oved.wav,3,פעלים_-_הווה,
449,עובדת,עוֹבֶדֶת,פעלים - הווה,Ovedet,"Works (f, present)",verb_ovedet.wav,3,פעלים_-_הווה,
450,לומד,לוֹמֵד,פעלים - הווה,Lomed,"Learns (m, present)",verb_lomed.wav,3,פעלים_-_הווה,
451,לומדת,לוֹמֶדֶת,פעלים - הווה,Lomedet,"Learns (f, present)",verb_lomedet.wav,3,פעלים_-_הווה,
452,משחק,מְשַׂחֵק,פעלים - הווה,Mesahek,"Plays (m, present)",verb_mesahek.wav,3,פעלים_-_הווה,
453,משחקת,מְשַׂחֶקֶת,פעלים - הווה,Mesaheket,"Plays (f, present)",verb_mesaheket.wav,3,פעלים_-_הווה,
454,רץ,רָץ,פעלים - הווה,Ratz,"Runs (m, present)",verb_ratz.wav,3,פעלים_-_הווה,
455,רצה,רָצָה,פעלים - הווה,Ratza,"Runs (f, present)",verb_ratza.wav,3,פעלים_-_הווה,
456,יושב,יוֹשֵׁב,פעלים - הווה,Yoshev,"Sits (m, present)",verb_yoshev.wav,3,פעלים_-_הווה,
457,יושבת,יוֹשֶׁבֶת,פעלים - הווה,Yoshevet,"Sits (f, present)",verb_yoshevet.wav,3,פעלים_-_הווה,
458,עומד,עוֹמֵד,פעלים - הווה,Omed,"Stands (m, present)",verb_omed.wav,3,פעלים_-_הווה,
459,עומדת,עוֹמֶדֶת,פעלים - הווה,Omedet,"Stands (f, present)",verb_omedet.wav,3,פעלים_-_הווה,
460,היה,הָיָה,פעלים - עבר,Haya,"Was (m, past)",verb_haya.wav,4,פעלים_-_עבר,
461,היתה,הָיְתָה,פעלים - עבר,Hayta,"Was (f, past)",verb_hayta.wav,4,פעלים_-_עבר,
462,אמר,אָמַר,פעלים - עבר,Amar,"Said (m, past)",verb_amar.wav,4,פעלים_-_עבר,
463,אמרה,אָמְרָה,פעלים - עבר,Amra,"Said (f, past)",verb_amra.wav,4,פעלים_-_עבר,
464,הלך,הָלַךְ,פעלים - עבר,Halach,"Went (m, past)",verb_halach.wav,4,פעלים_-_עבר,
465,הלכה,הָלְכָה,פעלים - עבר,Halcha,"Went (f, past)",verb_halcha.wav,4,פעלים_-_עבר,
466,ראה,רָאָה,פעלים - עבר,Ra'a,"Saw (m, past)",verb_raa.wav,4,פעלים_-_עבר,
467,ראתה,רָאֲתָה,פעלים - עבר,Ra'ata,"Saw (f, past)",verb_raata.wav,4,פעלים_-_עבר,
468,עשה,עָשָׂה,פעלים - עבר,Asa,"Did (m, past)",verb_asa.wav,4,פעלים_-_עבר,
469,עשתה,עָשְׂתָה,פעלים - עבר,Asta,"Did (f, past)",verb_asta.wav,4,פעלים_-_עבר,
470,נקיה,נְקִיָּה,שמות תואר,Nekiya,Clean (f),adj_nekiya.wav,2,שמות_תואר,
471,מלכלכת,מְלֻכְלֶכֶת,שמות תואר,Meluchlechet,Dirty (f),adj_meluchlechet.wav,2,שמות_תואר,
472,קלה,קַלָּה,שמות תואר,Kala,Easy/Light (f),adj_kala.wav,2,שמות_תואר,
473,קשה,קָשָׁה,שמות תואר,Kasha,Hard/Difficult (f),adj_kasha.wav,2,שמות_תואר,
474,מהירה,מְהִירָה,שמות תואר,Mehira,Fast (f),adj_mehira.wav,2,שמות_תואר,
475,אטית,אִטִּית,שמות תואר,Itit,Slow (f),adj_itit.wav,2,שמות_תואר,
476,עבודה,עֲבוֹדָה,שמות עצם,Avoda,Work/Job,noun_avoda.wav,3,שמות_עצם,
477,מכתב,מִכְתָּב,שמות עצם,Michtav,Letter,noun_michtav.wav,3,שמות_עצם,
478,שיר,שִׁיר,שמות עצם,Shir,Song,noun_shir.wav,3,שמות_עצם,
479,משחק,מִשְׂחָק,שמות עצם,Mischak,Game,noun_mischak.wav,3,שמות_עצם,
